company_id,type,rule_id,text,confidence_pct
NTPC,Con,CON_10,CapEx intensity of 18.0% indicates a capital-intensive business model.,85
NTPC,Con,CON_06,Debt-to-equity of 1.48 indicates higher financial leverage.,82
NTPC,Pro,PRO_09,"CFO/PAT ratio of 1.91x is classified as High Quality, indicating strong cash backing for earnings.",87
NTPC,Pro,PRO_11,Dividend payout of 36.0% shows a balanced approach between shareholder returns and retaining earnings.,72
ONGC,Con,CON_10,CapEx intensity of 9.7% indicates a capital-intensive business model.,77
ONGC,Pro,PRO_08,Interest coverage of 11.36x provides a strong buffer for interest payments.,86
ONGC,Pro,PRO_09,"CFO/PAT ratio of 1.74x is classified as High Quality, indicating strong cash backing for earnings.",85
ONGC,Pro,PRO_07,Low debt-to-equity of 0.45 indicates a relatively conservative capital structure.,81
ONGC,Pro,PRO_05,ROCE of 21.0% indicates efficient deployment of operating capital.,79
ONGC,Pro,PRO_04,ROE of 16.9% indicates efficient use of shareholder capital.,73
ONGC,Pro,PRO_11,Dividend payout of 31.0% shows a balanced approach between shareholder returns and retaining earnings.,72
ONGC,Pro,PRO_06,ROA of 8.0% indicates productive use of the company's asset base.,70
PFC,Con,CON_06,Debt-to-equity of 8.52 indicates higher financial leverage.,95
PFC,Con,CON_07,Interest coverage of 0.58x provides a limited buffer for interest payments.,91
PFC,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
PFC,Con,CON_08,"CFO/PAT ratio of -3.70x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
PFC,Con,CON_09,"Free cash flow is negative at -101229.00 crore, which can constrain internally generated funding.",86
PFC,Con,CON_05,"ROCE of 3.5% is relatively low, indicating weaker capital efficiency.",85
PFC,Pro,PRO_04,ROE of 26.2% indicates efficient use of shareholder capital.,87
PFC,Pro,PRO_02,Strong 5-year profit growth of 15.9% shows good earnings expansion.,81
PFC,Pro,PRO_11,Dividend payout of 23.0% shows a balanced approach between shareholder returns and retaining earnings.,72
PIDILITIND,Con,CON_10,CapEx intensity of 14.3% indicates a capital-intensive business model.,81
PIDILITIND,Pro,PRO_08,Interest coverage of 54.33x provides a strong buffer for interest payments.,95
PIDILITIND,Pro,PRO_05,ROCE of 30.8% indicates efficient deployment of operating capital.,94
PIDILITIND,Pro,PRO_07,Low debt-to-equity of 0.05 indicates a relatively conservative capital structure.,94
PIDILITIND,Pro,PRO_09,"CFO/PAT ratio of 1.56x is classified as High Quality, indicating strong cash backing for earnings.",84
PIDILITIND,Pro,PRO_06,ROA of 14.5% indicates productive use of the company's asset base.,83
PIDILITIND,Pro,PRO_04,ROE of 20.8% indicates efficient use of shareholder capital.,79
PIDILITIND,Pro,PRO_11,Dividend payout of 47.0% shows a balanced approach between shareholder returns and retaining earnings.,72
PNB,Con,CON_06,Debt-to-equity of 3.68 indicates higher financial leverage.,93
PNB,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
PNB,Con,CON_08,"CFO/PAT ratio of -3.05x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
PNB,Con,CON_09,"Free cash flow is negative at -29445.00 crore, which can constrain internally generated funding.",86
PNB,Pro,PRO_04,ROE of 61.3% indicates efficient use of shareholder capital.,98
PNB,Pro,PRO_01,Strong 5-year revenue growth of 15.9% indicates healthy business expansion.,81
PNB,Pro,PRO_06,ROA of 12.7% indicates productive use of the company's asset base.,79
PNB,Pro,PRO_12,CapEx intensity of 1.4% indicates an asset-light business model.,75
PNB,Pro,PRO_11,Dividend payout of 18.0% shows a balanced approach between shareholder returns and retaining earnings.,72
POWERGRID,Con,CON_10,CapEx intensity of 28.6% indicates a capital-intensive business model.,95
POWERGRID,Con,CON_06,Debt-to-equity of 1.42 indicates higher financial leverage.,82
POWERGRID,Pro,PRO_09,"CFO/PAT ratio of 2.39x is classified as High Quality, indicating strong cash backing for earnings.",92
POWERGRID,Pro,PRO_05,ROCE of 18.9% indicates efficient deployment of operating capital.,76
POWERGRID,Pro,PRO_04,ROE of 17.9% indicates efficient use of shareholder capital.,74
RECLTD,Con,CON_06,Debt-to-equity of 6.42 indicates higher financial leverage.,95
RECLTD,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
RECLTD,Con,CON_08,"CFO/PAT ratio of -4.08x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
RECLTD,Con,CON_09,"Free cash flow is negative at -59554.00 crore, which can constrain internally generated funding.",86
RECLTD,Con,CON_07,Interest coverage of 1.60x provides a limited buffer for interest payments.,83
RECLTD,Con,CON_05,"ROCE of 9.3% is relatively low, indicating weaker capital efficiency.",73
RECLTD,Pro,PRO_02,Strong 5-year profit growth of 19.8% shows good earnings expansion.,85
RECLTD,Pro,PRO_03,"EPS grew at 19.7% over 5 years, supporting improving shareholder earnings.",85
RECLTD,Pro,PRO_04,ROE of 20.4% indicates efficient use of shareholder capital.,78
RECLTD,Pro,PRO_11,Dividend payout of 30.0% shows a balanced approach between shareholder returns and retaining earnings.,72
RELIANCE,Con,CON_10,CapEx intensity of 12.6% indicates a capital-intensive business model.,80
RELIANCE,Con,CON_04,"ROE of 10.0% is relatively low, indicating weaker returns on shareholder capital.",72
RELIANCE,Pro,PRO_09,"CFO/PAT ratio of 2.01x is classified as High Quality, indicating strong cash backing for earnings.",88
RELIANCE,Pro,PRO_08,Interest coverage of 7.73x provides a strong buffer for interest payments.,83
RELIANCE,Pro,PRO_11,Dividend payout of 10.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SBILIFE,Con,CON_10,CapEx intensity of 23.7% indicates a capital-intensive business model.,91
SBILIFE,Con,CON_05,"ROCE of 1.7% is relatively low, indicating weaker capital efficiency.",89
SBILIFE,Con,CON_09,"Free cash flow is negative at -2099.00 crore, which can constrain internally generated funding.",86
SBILIFE,Pro,PRO_09,"CFO/PAT ratio of 15.38x is classified as High Quality, indicating strong cash backing for earnings.",98
SBILIFE,Pro,PRO_07,Low debt-to-equity of 0.00 indicates a relatively conservative capital structure.,95
SBILIFE,Pro,PRO_08,Interest coverage of 240.33x provides a strong buffer for interest payments.,95
SBILIFE,Pro,PRO_01,Strong 5-year revenue growth of 24.2% indicates healthy business expansion.,89
SBILIFE,Pro,PRO_11,Dividend payout of 14.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SBIN,Con,CON_08,"CFO/PAT ratio of 0.31x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
SBIN,Pro,PRO_02,Strong 5-year profit growth of 83.4% shows good earnings expansion.,98
SBIN,Pro,PRO_03,"EPS grew at 90.4% over 5 years, supporting improving shareholder earnings.",97
SBIN,Pro,PRO_12,CapEx intensity of 0.8% indicates an asset-light business model.,75
SBIN,Pro,PRO_11,Dividend payout of 18.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SHREECEM,Con,CON_04,"ROE of 8.4% is relatively low, indicating weaker returns on shareholder capital.",75
SHREECEM,Pro,PRO_08,Interest coverage of 19.83x provides a strong buffer for interest payments.,95
SHREECEM,Pro,PRO_07,Low debt-to-equity of 0.08 indicates a relatively conservative capital structure.,93
SHREECEM,Pro,PRO_09,"CFO/PAT ratio of 1.93x is classified as High Quality, indicating strong cash backing for earnings.",87
SHREECEM,Pro,PRO_05,ROCE of 20.2% indicates efficient deployment of operating capital.,78
SHREECEM,Pro,PRO_11,Dividend payout of 16.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SHRIRAMFIN,Con,CON_06,Debt-to-equity of 3.99 indicates higher financial leverage.,95
SHRIRAMFIN,Con,CON_07,Interest coverage of 0.68x provides a limited buffer for interest payments.,91
SHRIRAMFIN,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
SHRIRAMFIN,Con,CON_08,"CFO/PAT ratio of -4.20x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
SHRIRAMFIN,Con,CON_09,"Free cash flow is negative at -31359.00 crore, which can constrain internally generated funding.",86
SHRIRAMFIN,Con,CON_05,"ROCE of 4.3% is relatively low, indicating weaker capital efficiency.",83
SHRIRAMFIN,Pro,PRO_02,Strong 5-year profit growth of 23.5% shows good earnings expansion.,88
SHRIRAMFIN,Pro,PRO_01,Strong 5-year revenue growth of 18.6% indicates healthy business expansion.,84
SHRIRAMFIN,Pro,PRO_12,CapEx intensity of 0.7% indicates an asset-light business model.,75
SHRIRAMFIN,Pro,PRO_11,Dividend payout of 23.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SHRIRAMFIN,Pro,PRO_04,ROE of 15.1% indicates efficient use of shareholder capital.,70
SIEMENS,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 11.19%. This deserves monitoring.",65
SIEMENS,Pro,PRO_08,Interest coverage of 67.15x provides a strong buffer for interest payments.,95
SIEMENS,Pro,PRO_07,Low debt-to-equity of 0.02 indicates a relatively conservative capital structure.,94
SIEMENS,Pro,PRO_02,Strong 5-year profit growth of 19.9% shows good earnings expansion.,85
SIEMENS,Pro,PRO_03,"EPS grew at 19.6% over 5 years, supporting improving shareholder earnings.",85
SIEMENS,Pro,PRO_05,ROCE of 19.9% indicates efficient deployment of operating capital.,77
SIEMENS,Pro,PRO_06,ROA of 10.7% indicates productive use of the company's asset base.,75
SIEMENS,Pro,PRO_12,CapEx intensity of 2.3% indicates an asset-light business model.,75
SIEMENS,Pro,PRO_04,ROE of 17.7% indicates efficient use of shareholder capital.,74
SIEMENS,Pro,PRO_11,Dividend payout of 16.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SUNPHARMA,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 10.78%. This deserves monitoring.",65
SUNPHARMA,Pro,PRO_08,Interest coverage of 58.33x provides a strong buffer for interest payments.,95
SUNPHARMA,Pro,PRO_03,"EPS grew at 29.5% over 5 years, supporting improving shareholder earnings.",94
SUNPHARMA,Pro,PRO_07,Low debt-to-equity of 0.05 indicates a relatively conservative capital structure.,93
SUNPHARMA,Pro,PRO_02,Strong 5-year profit growth of 24.5% shows good earnings expansion.,90
SUNPHARMA,Pro,PRO_09,"CFO/PAT ratio of 1.26x is classified as High Quality, indicating strong cash backing for earnings.",81
SUNPHARMA,Pro,PRO_05,ROCE of 19.4% indicates efficient deployment of operating capital.,77
SUNPHARMA,Pro,PRO_06,ROA of 11.3% indicates productive use of the company's asset base.,77
SUNPHARMA,Pro,PRO_12,CapEx intensity of 1.6% indicates an asset-light business model.,75
SUNPHARMA,Pro,PRO_10,FCF conversion of 87.4% indicates good conversion of operating profit into free cash flow.,74
SUNPHARMA,Pro,PRO_11,Dividend payout of 34.0% shows a balanced approach between shareholder returns and retaining earnings.,72
SUNPHARMA,Pro,PRO_04,ROE of 15.1% indicates efficient use of shareholder capital.,70
TATACONSUM,Con,CON_10,CapEx intensity of 12.6% indicates a capital-intensive business model.,80
TATACONSUM,Con,CON_04,"ROE of 7.6% is relatively low, indicating weaker returns on shareholder capital.",77
TATACONSUM,Pro,PRO_08,Interest coverage of 25.32x provides a strong buffer for interest payments.,95
TATACONSUM,Pro,PRO_07,Low debt-to-equity of 0.22 indicates a relatively conservative capital structure.,89
TATACONSUM,Pro,PRO_02,Strong 5-year profit growth of 21.6% shows good earnings expansion.,87
TATACONSUM,Pro,PRO_09,"CFO/PAT ratio of 1.59x is classified as High Quality, indicating strong cash backing for earnings.",84
TATACONSUM,Pro,PRO_01,Strong 5-year revenue growth of 16.0% indicates healthy business expansion.,81
TATAMOTORS,Con,CON_06,Debt-to-equity of 1.26 indicates higher financial leverage.,81
TATAMOTORS,Pro,PRO_04,ROE of 37.5% indicates efficient use of shareholder capital.,98
TATAMOTORS,Pro,PRO_05,ROCE of 31.0% indicates efficient deployment of operating capital.,94
TATAMOTORS,Pro,PRO_09,"CFO/PAT ratio of 2.14x is classified as High Quality, indicating strong cash backing for earnings.",89
TATAMOTORS,Pro,PRO_08,Interest coverage of 6.53x provides a strong buffer for interest payments.,82
TATAMOTORS,Pro,PRO_06,ROA of 8.6% indicates productive use of the company's asset base.,71
TATAPOWER,Con,CON_06,Debt-to-equity of 1.66 indicates higher financial leverage.,83
TATAPOWER,Con,CON_10,CapEx intensity of 14.7% indicates a capital-intensive business model.,82
TATAPOWER,Pro,PRO_09,"CFO/PAT ratio of 2.94x is classified as High Quality, indicating strong cash backing for earnings.",97
TATAPOWER,Pro,PRO_01,Strong 5-year revenue growth of 15.5% indicates healthy business expansion.,81
TATAPOWER,Pro,PRO_11,Dividend payout of 17.0% shows a balanced approach between shareholder returns and retaining earnings.,72
TATASTEEL,Con,CON_04,"ROE of -5.3% is relatively low, indicating weaker returns on shareholder capital.",95
TATASTEEL,Con,CON_08,"CFO/PAT ratio of -4.13x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
TATASTEEL,Pro,PRO_12,ROCE provides a measurable financial strength with a latest available value of 12.42%.,65
TCS,Con,CON_12,"Profit CAGR is the weakest among the available core financial metrics, at 7.87%. This deserves monitoring.",65
TCS,Pro,PRO_04,ROE of 50.9% indicates efficient use of shareholder capital.,98
TCS,Pro,PRO_05,ROCE of 65.3% indicates efficient deployment of operating capital.,98
TCS,Pro,PRO_06,ROA of 31.7% indicates productive use of the company's asset base.,95
TCS,Pro,PRO_08,Interest coverage of 87.10x provides a strong buffer for interest payments.,95
TCS,Pro,PRO_07,Low debt-to-equity of 0.09 indicates a relatively conservative capital structure.,92
TCS,Pro,PRO_12,CapEx intensity of 2.5% indicates an asset-light business model.,75
TCS,Pro,PRO_11,Dividend payout of 58.0% shows a balanced approach between shareholder returns and retaining earnings.,72
TECHM,Con,CON_03,"5-year EPS growth is only -11.4%, which may limit shareholder earnings growth.",93
TECHM,Con,CON_02,"5-year profit growth is only -11.0%, showing limited earnings growth.",92
TECHM,Con,CON_04,"ROE of 9.0% is relatively low, indicating weaker returns on shareholder capital.",74
TECHM,Pro,PRO_09,"CFO/PAT ratio of 2.66x is classified as High Quality, indicating strong cash backing for earnings.",95
TECHM,Pro,PRO_07,Low debt-to-equity of 0.10 indicates a relatively conservative capital structure.,92
TECHM,Pro,PRO_08,Interest coverage of 13.86x provides a strong buffer for interest payments.,89
TECHM,Pro,PRO_10,FCF conversion of 112.3% indicates good conversion of operating profit into free cash flow.,86
TECHM,Pro,PRO_12,CapEx intensity of 2.5% indicates an asset-light business model.,75
TECHM,Pro,PRO_05,ROCE of 15.4% indicates efficient deployment of operating capital.,71
TITAN,Con,CON_08,"CFO/PAT ratio of 0.48x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
TITAN,Con,CON_06,Debt-to-equity of 1.65 indicates higher financial leverage.,83
TITAN,Pro,PRO_04,ROE of 37.2% indicates efficient use of shareholder capital.,98
TITAN,Pro,PRO_01,Strong 5-year revenue growth of 20.9% indicates healthy business expansion.,86
TITAN,Pro,PRO_02,Strong 5-year profit growth of 20.3% shows good earnings expansion.,85
TITAN,Pro,PRO_03,"EPS grew at 19.5% over 5 years, supporting improving shareholder earnings.",85
TITAN,Pro,PRO_08,Interest coverage of 9.41x provides a strong buffer for interest payments.,84
TITAN,Pro,PRO_05,ROCE of 21.2% indicates efficient deployment of operating capital.,79
TITAN,Pro,PRO_06,ROA of 11.1% indicates productive use of the company's asset base.,76
TITAN,Pro,PRO_12,CapEx intensity of 0.4% indicates an asset-light business model.,75
TITAN,Pro,PRO_11,Dividend payout of 28.0% shows a balanced approach between shareholder returns and retaining earnings.,72
TORNTPHARM,Con,CON_12,"Revenue CAGR is the weakest among the available core financial metrics, at 6.93%. This deserves monitoring.",65
TORNTPHARM,Pro,PRO_02,Strong 5-year profit growth of 30.6% shows good earnings expansion.,96
TORNTPHARM,Pro,PRO_03,"EPS grew at 30.4% over 5 years, supporting improving shareholder earnings.",95
TORNTPHARM,Pro,PRO_05,ROCE of 31.0% indicates efficient deployment of operating capital.,94
TORNTPHARM,Pro,PRO_09,"CFO/PAT ratio of 1.97x is classified as High Quality, indicating strong cash backing for earnings.",88
TORNTPHARM,Pro,PRO_08,Interest coverage of 9.93x provides a strong buffer for interest payments.,85
TORNTPHARM,Pro,PRO_04,ROE of 24.2% indicates efficient use of shareholder capital.,84
TORNTPHARM,Pro,PRO_06,ROA of 11.4% indicates productive use of the company's asset base.,77
TORNTPHARM,Pro,PRO_10,FCF conversion of 92.2% indicates good conversion of operating profit into free cash flow.,76
TORNTPHARM,Pro,PRO_12,CapEx intensity of 1.5% indicates an asset-light business model.,75
TORNTPHARM,Pro,PRO_11,Dividend payout of 57.0% shows a balanced approach between shareholder returns and retaining earnings.,72
TRENT,Con,CON_12,"ROCE is the weakest among the available core financial metrics, at 33.86%. This deserves monitoring.",65
TRENT,Pro,PRO_01,Strong 5-year revenue growth of 36.3% indicates healthy business expansion.,98
TRENT,Pro,PRO_02,Strong 5-year profit growth of 73.1% shows good earnings expansion.,98
TRENT,Pro,PRO_04,ROE of 36.3% indicates efficient use of shareholder capital.,98
TRENT,Pro,PRO_05,ROCE of 33.9% indicates efficient deployment of operating capital.,98
TRENT,Pro,PRO_03,"EPS grew at 69.5% over 5 years, supporting improving shareholder earnings.",97
TRENT,Pro,PRO_06,ROA of 20.6% indicates productive use of the company's asset base.,95
TRENT,Pro,PRO_08,Interest coverage of 8.04x provides a strong buffer for interest payments.,83
TRENT,Pro,PRO_07,Low debt-to-equity of 0.43 indicates a relatively conservative capital structure.,82
TVSMOTOR,Con,CON_06,Debt-to-equity of 3.83 indicates higher financial leverage.,94
TVSMOTOR,Con,CON_12,"Capital allocation is classified as 'Growth Funded by Debt', which warrants closer monitoring of cash-flow quality and funding requirements.",90
TVSMOTOR,Con,CON_08,"CFO/PAT ratio of -0.70x is classified as Accrual Risk, suggesting earnings have weaker cash support.",88
TVSMOTOR,Con,CON_09,"Free cash flow is negative at -2254.00 crore, which can constrain internally generated funding.",86
TVSMOTOR,Pro,PRO_04,ROE of 26.2% indicates efficient use of shareholder capital.,87
TVSMOTOR,Pro,PRO_02,Strong 5-year profit growth of 19.7% shows good earnings expansion.,85
TVSMOTOR,Pro,PRO_03,"EPS grew at 19.1% over 5 years, supporting improving shareholder earnings.",84
TVSMOTOR,Pro,PRO_12,CapEx intensity of 2.6% indicates an asset-light business model.,75
TVSMOTOR,Pro,PRO_05,ROCE of 16.8% indicates efficient deployment of operating capital.,73
TVSMOTOR,Pro,PRO_11,Dividend payout of 23.0% shows a balanced approach between shareholder returns and retaining earnings.,72
